attendance_id,event_id,timeslot_id,user_id,created_date,modified_date,rating,custom_signup_field_values,feedback,status,attended
3904298,265841,1418528,1785434,1585859991,1585875776,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904300,265841,1418528,1785435,1585860002,1585875776,,"[{'text_value': 'Gen x', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Union organizer', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904301,265841,1418528,1785436,1585860007,1585875776,,"[{'text_value': '74', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'KinderUSA, LA4Palestine', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904302,265841,1418528,1785437,1585860014,1585887322,Positive,"[{'text_value': '27', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Fine Arts Work Center', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904303,265841,1418528,995233,1585860014,1634071142,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Mrs.', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,CANCELLED,
3904305,265841,1418528,1611736,1585860016,1585887043,,"[{'text_value': '46', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Northern Illinois Jobs with Justice', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904306,265841,1418528,1785438,1585860016,1605723158,,"[{'text_value': '39', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Independent', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904307,265841,1418528,1785439,1585860017,1585875776,,"[{'text_value': '35', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904308,265841,1418528,1785440,1585860018,1585875777,,"[{'text_value': '41', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Proud People Barbershop LLC', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904312,265841,1418528,1785441,1585860024,1585887321,,"[{'text_value': '42', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Center for Economic Democracy', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904313,265841,1418528,761526,1585860028,1585875777,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904325,265841,1418528,736772,1585860071,1585875778,,"[{'text_value': '45', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904326,265841,1418528,823839,1585860074,1585875777,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904328,265841,1418528,59990,1585860075,1585886849,,"[{'text_value': '45', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Keystone Research Center/PA Budget Policy Center', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904329,265841,1418528,1785446,1585860079,1585887321,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904331,265841,1418528,1785447,1585860082,1585875778,,"[{'text_value': '85', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'retired persons', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904332,265841,1418528,1785448,1585860089,1585875779,,"[{'text_value': '54', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '#DivestSiliconValley', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904333,265841,1418528,1785449,1585860097,1585875779,,"[{'text_value': '25', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904334,265841,1418528,1785450,1585860100,1585887045,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904338,265841,1418528,1785452,1585860106,1585877075,Positive,"[{'text_value': '45', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Center for Popular Democracy', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",i just read naomi klein's shock doctrine and wanted to hear her perspective on covid 19,REGISTERED,True
3904339,265841,1418528,930261,1585860107,1585875779,,"[{'text_value': '70', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Steelworkers/CPUSA', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904341,265841,1418528,1333539,1585860114,1585882868,Positive,"[{'text_value': '63', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]","It was a great workshop, passionate thoughtful highly insightful, inspirational, motivating etc",REGISTERED,True
3904356,265841,1418528,235295,1585860146,1585973843,Positive,"[{'text_value': '76', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Quakers:  Lehigh Valley Monthly Meeting', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904364,265841,1418528,66938,1585860161,1585887325,,"[{'text_value': '48', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Self - activist', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904366,265841,1418528,1785457,1585860168,1585887327,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904367,265841,1418528,998910,1585860168,1585887327,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904372,265841,1418528,1785458,1585860179,1585974247,Positive,"[{'text_value': '70', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904380,265841,1418528,640127,1585860192,1585876587,Positive,"[{'text_value': '34', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Brand New Congress', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",the watch party was extraordinary. i'm moved!  thank you!!,REGISTERED,True
3904383,265841,1418528,1785461,1585860198,1585875780,,"[{'text_value': '76', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904387,265841,1418528,1752863,1585860216,1585875780,,"[{'text_value': '50', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Hawaii Institute for Human Rights', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904388,265841,1418528,1785464,1585860216,1585875781,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904389,265841,1418528,1785465,1585860216,1585887048,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904391,265841,1418528,1785466,1585860216,1585875781,,"[{'text_value': '35', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': ""Women's Voices for the Earth"", 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904395,265841,1418528,1785468,1585860229,1585875781,,"[{'text_value': '76', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Self', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904396,265841,1418528,1785469,1585860238,1585875781,,"[{'text_value': '65', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Neighborhood Church Black Rock', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904397,265841,1418528,1785470,1585860240,1585887331,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904399,265841,1418528,478565,1585860262,1585875782,,"[{'text_value': '65', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904406,265841,1418528,1305089,1585860286,1585886851,,"[{'text_value': '60', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'NNJDSA', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904411,265841,1418528,1785472,1585860297,1585875782,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904415,265841,1418528,1785474,1585860305,1585887348,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904416,265841,1418528,1785475,1585860312,1585887796,,"[{'text_value': '73', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'WFP/ XR Affinity Group', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904418,265841,1418528,1785476,1585860318,1585875783,,"[{'text_value': '64', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904419,265841,1418528,1785477,1585860319,1585875783,,"[{'text_value': '50', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904421,265841,1418528,1785479,1585860325,1585875783,,"[{'text_value': '53', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904422,265841,1418528,1422624,1585860332,1585887050,Positive,"[{'text_value': '50', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'PA Budget  & Policy Center', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904425,265841,1418528,1006593,1585860339,1585887050,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904426,265841,1418528,1785480,1585860341,1585887796,,"[{'text_value': '64', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Individual', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904427,265841,1418528,1785481,1585860349,1585879043,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904433,265841,1418528,1785483,1585860364,1585875784,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904434,265841,1418528,1466918,1585860365,1585875784,,"[{'text_value': '67', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904435,265841,1418528,952814,1585860379,1585875784,,"[{'text_value': '33', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'NTEU', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904437,265841,1418528,283874,1585860387,1585875784,,"[{'text_value': '68', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'NOW, Indivisible', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904438,265841,1418528,1772093,1585860389,1585973843,Positive,"[{'text_value': '31', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Newhallville Community Action', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904439,265841,1418528,1785484,1585860390,1585887341,Positive,"[{'text_value': '29', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904447,265841,1418528,436723,1585860403,1585887343,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904448,265841,1418528,1785485,1585860405,1585875785,,"[{'text_value': '63', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904451,265841,1418528,995690,1585860425,1585928595,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]","actually i missed the first 3/4 of it, so if you were to email me a link to it, i would appreciate that. please email that link to karen@lunde.net",REGISTERED,True
3904453,265841,1418528,1785486,1585860427,1585875785,,"[{'text_value': '33', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'NA', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904454,265841,1418528,1785487,1585860428,1585887053,,"[{'text_value': '69', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'DDB Productions & Records', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904455,265841,1418528,1785488,1585860438,1585887357,,"[{'text_value': '75', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904461,265841,1418528,1785489,1585860443,1585875786,,"[{'text_value': '54', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Clinical Psychologist', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904463,265841,1418528,1785490,1585860446,1585887349,Positive,"[{'text_value': '40', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Education', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904469,265841,1418528,595551,1585860459,1585887345,,"[{'text_value': '69', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Bernie2020 (volunteer)', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904477,265841,1418528,1785494,1585860493,1585887350,,"[{'text_value': '49', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904478,265841,1418528,468096,1585860495,1585974098,Positive,"[{'text_value': 'over 40', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904479,265841,1418528,1785495,1585860502,1585876342,Positive,"[{'text_value': '74', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]","i am, once again, on the periphery of activism so hearing the dialogue, the possibilities for coming together again with a united effort that shares the foolishness and degradation of capitalism opens up some light in this global darkness. can we pull together globally to extinguish hatred and xenophobia? i need to become more informed so the teach in opened the door for me once again.",REGISTERED,True
3904481,265841,1418528,1548095,1585860504,1585887360,Positive,"[{'text_value': '43', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904482,265841,1418528,361165,1585860504,1585875786,,"[{'text_value': '47', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'CPDA', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904485,265841,1418528,159006,1585860514,1585974100,,"[{'text_value': '86', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904489,265841,1418528,1785498,1585860523,1585887354,Positive,"[{'text_value': '28', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Freedom team', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904490,265841,1418528,640790,1585860524,1585894394,Positive,"[{'text_value': '62', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]","Great!  And actually, I far prefer online meetings to in-person meetings.  Zero travel time, and  I can actually see & hear the speakers.",REGISTERED,True
3904491,265841,1418528,1785499,1585860527,1585887355,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Complex Movements', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904492,265841,1418528,1785500,1585860528,1585875787,,"[{'text_value': '42', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'DSA', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904493,265841,1418528,1336747,1585860536,1585875787,,"[{'text_value': '30', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904495,265841,1418528,1785501,1585860542,1585887354,Positive,"[{'text_value': '49', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904496,265841,1418528,739058,1585860542,1585880139,Positive,"[{'text_value': '39', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",Incredibly important now and always.,REGISTERED,True
3904500,265841,1418528,1785502,1585860549,1585887356,Positive,"[{'text_value': '66', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904501,265841,1418528,1785503,1585860550,1585887358,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904502,265841,1418528,1082786,1585860555,1585887361,Positive,"[{'text_value': '61', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'none', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904504,265841,1418528,217899,1585860567,1585887366,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904506,265841,1418528,652390,1585860584,1585948075,Positive,"[{'text_value': '46', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'All organizations', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]","Hi. 

Does anyone notice anything? 

Do you notice that despite these big changes we made, corona cases still go up...and skyrocket? 

You notice that it’s only in NYC....cases skyrocket even with all this social distancing,  isolating, staying home , sanitizeing, and protective clothing? 

Why? 

Someone said cause NYC is the only city:state that tests fir it....so other states may have higher cases than they know. 

But why is ZnY the only city/state the only one that tests fir Corona?",REGISTERED,True
3904509,265841,1418528,210807,1585860602,1585875789,,"[{'text_value': '72', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'SURJ', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904511,265841,1418528,968461,1585860606,1585876456,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",everyone was terrific! the conversation was really engaging and naomi klein in particular is so insightful. i try to join every meeting,REGISTERED,True
3904515,265841,1418528,740232,1585860615,1585876343,Positive,"[{'text_value': '51', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Caveworks Press', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]","i missed half but i was interested in hearing about alternates to capitalism. different ways of society to operate, especially from a feminist perspective.",REGISTERED,True
3904516,265841,1418528,465198,1585860622,1585887367,,"[{'text_value': 'elder millenial', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'SEIU', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904518,265841,1418528,1785505,1585860627,1585875789,,"[{'text_value': '71', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904524,265841,1418528,1785508,1585860644,1585887373,Positive,"[{'text_value': '44', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': ""University of Hawai'i at Manoa"", 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,True
3904525,265841,1418528,815235,1585860653,1585973848,,"[{'text_value': '63', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904531,265841,1418528,354442,1585860666,1585875790,,"[{'text_value': '48', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Th Libra Foundation', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904532,265841,1418528,1785509,1585860669,1585876351,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",brilliant,REGISTERED,True
3904534,265841,1418528,1505763,1585860671,1586983373,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",We've got to stand up for working people and fight this corporate oligarchy. it was awesome to hear Angela Davis and Naomi Klein and feel connected to like-minded folks fighting for a just and equitable world.,REGISTERED,True
3904541,265841,1418528,95288,1585860674,1585887803,,"[{'text_value': '67', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': 'Metro detroit for Bernie', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,False
3904543,265841,1418528,151212,1585860678,1585875790,,"[{'text_value': '51', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904544,265841,1418528,917393,1585860684,1585875791,,"[{'text_value': '', 'custom_field_name': 'Age', 'boolean_value': None, 'custom_field_id': 52}, {'text_value': '', 'custom_field_name': 'Organization', 'boolean_value': None, 'custom_field_id': 51}]",,REGISTERED,
3904545,265841,1418528,1785510,1585860685,1585875791,,"[{'text_value': '', 'custom_field_name': 'Age', 'custom_field_id': 52, 'boolean_value': None}, {'text_value': '', 'custom_field_name': 'Organization', 'custom_field_id': 51, 'boolean_value': None}]",,REGISTERED,
3904546,265841,1418528,1057989,1585860695,1585887373,,"[{'text_value': '46', 'custom_field_name': 'Age', 'custom_field_id': 52, 'boolean_value': None}, {'text_value': 'Tal Ariel Productions', 'custom_field_name': 'Organization', 'custom_field_id': 51, 'boolean_value': None}]",,REGISTERED,False
3904547,265841,1418528,1785511,1585860697,1585887376,Positive,"[{'text_value': '', 'custom_field_name': 'Age', 'custom_field_id': 52, 'boolean_value': None}, {'text_value': '', 'custom_field_name': 'Organization', 'custom_field_id': 51, 'boolean_value': None}]",,REGISTERED,True
3904557,265841,1418528,1785513,1585860711,1585887382,Positive,"[{'text_value': '22', 'custom_field_name': 'Age', 'custom_field_id': 52, 'boolean_value': None}, {'text_value': '', 'custom_field_name': 'Organization', 'custom_field_id': 51, 'boolean_value': None}]",,REGISTERED,True
